FID,OBJECTID,SHAPE,SE_ANNO_CAD_DATA
HYDRANTOGD.3320597,3320597,POINT (16.406581924921507 48.19622299450316),
HYDRANTOGD.3320598,3320598,POINT (16.51440415666389 48.207558662348546),
HYDRANTOGD.3320599,3320599,POINT (16.357407016493006 48.17222194955146),
HYDRANTOGD.3320600,3320600,POINT (16.310642504318537 48.16976408251129),
HYDRANTOGD.3320601,3320601,POINT (16.25357941064028 48.13636100534157),
HYDRANTOGD.3320602,3320602,POINT (16.28324450896571 48.13685011709168),
HYDRANTOGD.3320603,3320603,POINT (16.482166155746093 48.2278573907043),
HYDRANTOGD.3320604,3320604,POINT (16.39204810698883 48.29272760384387),
HYDRANTOGD.3320605,3320605,POINT (16.323295564058565 48.23511971204323),
HYDRANTOGD.3320606,3320606,POINT (16.347723394918344 48.15077129069635),
HYDRANTOGD.3320607,3320607,POINT (16.467359699369105 48.15785190639284),
HYDRANTOGD.3320608,3320608,POINT (16.230527978570247 48.2153507799649),
HYDRANTOGD.3320609,3320609,POINT (16.474031688710458 48.20594722822497),
HYDRANTOGD.3320610,3320610,POINT (16.378515863974048 48.18882629892687),
HYDRANTOGD.3320611,3320611,POINT (16.34403084641827 48.18055453196551),
HYDRANTOGD.3320612,3320612,POINT (16.32110699415013 48.250781466015546),
HYDRANTOGD.3320613,3320613,POINT (16.41824837246606 48.17760303908131),
HYDRANTOGD.3320614,3320614,POINT (16.347969208651207 48.16705831910397),
HYDRANTOGD.3320615,3320615,POINT (16.410361712816385 48.221512933405876),
HYDRANTOGD.3320616,3320616,POINT (16.403176344878812 48.17500869497152),
HYDRANTOGD.3320617,3320617,POINT (16.44849770239497 48.22988408186532),
HYDRANTOGD.3320618,3320618,POINT (16.46206369448521 48.16214583603035),
HYDRANTOGD.3320619,3320619,POINT (16.358361424127864 48.19965682063398),
HYDRANTOGD.3320620,3320620,POINT (16.48117351507259 48.24980018050211),
HYDRANTOGD.3320621,3320621,POINT (16.400114979985165 48.18711358574028),
HYDRANTOGD.3320622,3320622,POINT (16.321518842568672 48.2072624338088),
HYDRANTOGD.3320623,3320623,POINT (16.544173933990383 48.219325027576225),
HYDRANTOGD.3320624,3320624,POINT (16.346344597855346 48.229086695179895),
HYDRANTOGD.3320625,3320625,POINT (16.456766625760732 48.25827265120773),
HYDRANTOGD.3320626,3320626,POINT (16.37492655124354 48.20843263774925),
HYDRANTOGD.3320627,3320627,POINT (16.39606215825385 48.301446867280845),
HYDRANTOGD.3320628,3320628,POINT (16.375610974992828 48.22973791994359),
HYDRANTOGD.3320629,3320629,POINT (16.36321556672875 48.19524317562868),
HYDRANTOGD.3320630,3320630,POINT (16.333241398511056 48.17817831543535),
HYDRANTOGD.3320631,3320631,POINT (16.260087164984668 48.20453544507006),
HYDRANTOGD.3320632,3320632,POINT (16.306640351814117 48.223434249172946),
HYDRANTOGD.3320633,3320633,POINT (16.321219657297842 48.14794263247635),
HYDRANTOGD.3320634,3320634,POINT (16.40284862549702 48.189566208180175),
HYDRANTOGD.3320635,3320635,POINT (16.449701995311543 48.26872532670763),
HYDRANTOGD.3320636,3320636,POINT (16.249079170494113 48.21645933933111),
HYDRANTOGD.3320637,3320637,POINT (16.354637566542714 48.17122471224397),
HYDRANTOGD.3320638,3320638,POINT (16.364666750099925 48.21134943768075),
HYDRANTOGD.3320639,3320639,POINT (16.335581004440456 48.246515833092054),
HYDRANTOGD.3320640,3320640,POINT (16.45952687677238 48.24222573261166),
HYDRANTOGD.3320641,3320641,POINT (16.450659724166833 48.237093275460694),
HYDRANTOGD.3320642,3320642,POINT (16.350684075555545 48.18051970344593),
HYDRANTOGD.3320643,3320643,POINT (16.52410152817383 48.203290152023335),
HYDRANTOGD.3321389,3321389,POINT (16.321456142014387 48.14711788973791),
HYDRANTOGD.3321390,3321390,POINT (16.470916467014643 48.23576594645869),
HYDRANTOGD.3321391,3321391,POINT (16.307354279905088 48.24540933750117),
HYDRANTOGD.3321392,3321392,POINT (16.26293343074667 48.195038951623644),
HYDRANTOGD.3321393,3321393,POINT (16.520313157706486 48.205958899165225),
HYDRANTOGD.3321394,3321394,POINT (16.25417492860931 48.1986260091507),
HYDRANTOGD.3321395,3321395,POINT (16.360201945504627 48.25661336830599),
HYDRANTOGD.3321396,3321396,POINT (16.32419145557326 48.15209732805815),
HYDRANTOGD.3321397,3321397,POINT (16.32286924258556 48.19810267711303),
HYDRANTOGD.3321398,3321398,POINT (16.460665706813888 48.21224845398968),
HYDRANTOGD.3321399,3321399,POINT (16.373558115461627 48.23755850044446),
HYDRANTOGD.3321400,3321400,POINT (16.41618082098532 48.27408841753302),
HYDRANTOGD.3321401,3321401,POINT (16.358317447559042 48.211448445559675),
HYDRANTOGD.3321402,3321402,POINT (16.358762628934965 48.20877500259281),
HYDRANTOGD.3321403,3321403,POINT (16.358663616522524 48.21143258598651),
HYDRANTOGD.3321404,3321404,POINT (16.514103223901632 48.20427023116907),
HYDRANTOGD.3321405,3321405,POINT (16.34206230758948 48.20919852687236),
HYDRANTOGD.3321406,3321406,POINT (16.25677623996135 48.21827382514761),
HYDRANTOGD.3321407,3321407,POINT (16.269359043807054 48.13520960871648),
HYDRANTOGD.3321408,3321408,POINT (16.465786575051926 48.21075657759665),
HYDRANTOGD.3321409,3321409,POINT (16.44899192127886 48.28453674474704),
HYDRANTOGD.3321410,3321410,POINT (16.341386630172288 48.24170636913923),
HYDRANTOGD.3321411,3321411,POINT (16.522698919594884 48.21469731937088),
HYDRANTOGD.3321412,3321412,POINT (16.338129384383535 48.25240944236392),
HYDRANTOGD.3321413,3321413,POINT (16.328461711902158 48.24821339396641),
HYDRANTOGD.3321414,3321414,POINT (16.362821071896594 48.13302016612061),
HYDRANTOGD.3321415,3321415,POINT (16.40283685414284 48.157518203459404),
HYDRANTOGD.3321416,3321416,POINT (16.438073976064338 48.16126113299077),
HYDRANTOGD.3321417,3321417,POINT (16.53141114040877 48.215992161380164),
HYDRANTOGD.3321418,3321418,POINT (16.33949796307511 48.20018570974731),
HYDRANTOGD.3321419,3321419,POINT (16.245364818494288 48.20781672882952),
HYDRANTOGD.3321420,3321420,POINT (16.385086238690633 48.29812069157786),
HYDRANTOGD.3321421,3321421,POINT (16.273276315561223 48.17891889699042),
HYDRANTOGD.3321422,3321422,POINT (16.34521223360822 48.18389020826817),
HYDRANTOGD.3321423,3321423,POINT (16.344876556565005 48.20041160141671),
HYDRANTOGD.3321424,3321424,POINT (16.424690999783962 48.185662597880274),
HYDRANTOGD.3321425,3321425,POINT (16.345433803018356 48.26018065577662),
HYDRANTOGD.3321426,3321426,POINT (16.406459317804977 48.2579943944537),
HYDRANTOGD.3321427,3321427,POINT (16.47011400634134 48.253895489677326),
HYDRANTOGD.3321428,3321428,POINT (16.346247529100264 48.23913148855304),
HYDRANTOGD.3321429,3321429,POINT (16.363977662500076 48.1845309157495),
HYDRANTOGD.3321430,3321430,POINT (16.547113922937946 48.24076496459703),
HYDRANTOGD.3321431,3321431,POINT (16.35297886837853 48.19540812142814),
HYDRANTOGD.3321432,3321432,POINT (16.349913776450464 48.21494879225353),
HYDRANTOGD.3321433,3321433,POINT (16.355321362792587 48.19647453549772),
HYDRANTOGD.3321434,3321434,POINT (16.354110071517745 48.19755690393787),
HYDRANTOGD.3321435,3321435,POINT (16.399261711389357 48.21948057100931),
HYDRANTOGD.3321436,3321436,POINT (16.26338416695482 48.14802439086777),
HYDRANTOGD.3321437,3321437,POINT (16.384675132882105 48.23163631364336),
HYDRANTOGD.3321438,3321438,POINT (16.281227606751152 48.179173956028556),
HYDRANTOGD.3322191,3322191,POINT (16.37867965390571 48.24018684622342),
HYDRANTOGD.3322192,3322192,POINT (16.35040910066488 48.20426689919778),
HYDRANTOGD.3322193,3322193,POINT (16.380921999789617 48.22725752202853),
HYDRANTOGD.3322194,3322194,POINT (16.350285917535576 48.18433994723134),
HYDRANTOGD.3322195,3322195,POINT (16.377430494818892 48.180425377892234),
HYDRANTOGD.3322196,3322196,POINT (16.291878755346552 48.25420197304645),
HYDRANTOGD.3322197,3322197,POINT (16.428367006032893 48.250723451903),
HYDRANTOGD.3322198,3322198,POINT (16.441576913830094 48.15427830339512),
HYDRANTOGD.3322199,3322199,POINT (16.280853947890538 48.16784560966326),
HYDRANTOGD.3322200,3322200,POINT (16.300299333592044 48.18378691266946),
HYDRANTOGD.3322201,3322201,POINT (16.458807615295942 48.22919167553248),
HYDRANTOGD.3322202,3322202,POINT (16.396056802087116 48.221249476326236),
HYDRANTOGD.3322203,3322203,POINT (16.360272427970457 48.20509394002594),
HYDRANTOGD.3322204,3322204,POINT (16.360258890666703 48.21386335245437),
HYDRANTOGD.3322205,3322205,POINT (16.361321211524416 48.20592686868454),
HYDRANTOGD.3322206,3322206,POINT (16.495673674225905 48.15896394766547),
HYDRANTOGD.3322207,3322207,POINT (16.35990642546802 48.205441997823584),
HYDRANTOGD.3322208,3322208,POINT (16.289364057933106 48.17198080715687),
HYDRANTOGD.3322209,3322209,POINT (16.212937427526622 48.21018910474447),
HYDRANTOGD.3322210,3322210,POINT (16.39669594011527 48.24851884952463),
HYDRANTOGD.3322211,3322211,POINT (16.316282166248513 48.16575383137042),
HYDRANTOGD.3322212,3322212,POINT (16.26127561959394 48.13583885870843),
HYDRANTOGD.3322213,3322213,POINT (16.366559940154904 48.19987005444504),
HYDRANTOGD.3322214,3322214,POINT (16.403899901911412 48.303015661134204),
HYDRANTOGD.3322215,3322215,POINT (16.368144687164502 48.1950428858362),
HYDRANTOGD.3322216,3322216,POINT (16.337342977834307 48.243025462153675),
HYDRANTOGD.3322217,3322217,POINT (16.401556072973033 48.212313784330476),
HYDRANTOGD.3322218,3322218,POINT (16.33964119424662 48.2195061467645),
HYDRANTOGD.3322219,3322219,POINT (16.334960407014865 48.21917739514339),
HYDRANTOGD.3322220,3322220,POINT (16.409993424134676 48.20753131314305),
HYDRANTOGD.3322221,3322221,POINT (16.300590570674828 48.197977333607255),
HYDRANTOGD.3322222,3322222,POINT (16.286655329179016 48.14914454811176),
HYDRANTOGD.3322223,3322223,POINT (16.42754688319514 48.285756918778034),
HYDRANTOGD.3322224,3322224,POINT (16.2976894070814 48.23269500139489),
HYDRANTOGD.3322225,3322225,POINT (16.363684754307553 48.237786161526984),
HYDRANTOGD.3322226,3322226,POINT (16.30866212486065 48.21903727475105),
HYDRANTOGD.3322227,3322227,POINT (16.41879031461447 48.28199321220089),
HYDRANTOGD.3322228,3322228,POINT (16.433819762492625 48.23595833608476),
HYDRANTOGD.3322229,3322229,POINT (16.468270355983996 48.19872085787847),
HYDRANTOGD.3322230,3322230,POINT (16.359761154172958 48.19947146062377),
HYDRANTOGD.3322231,3322231,POINT (16.30843602053683 48.128191372232415),
HYDRANTOGD.3322232,3322232,POINT (16.2847827424785 48.15890361248784),
HYDRANTOGD.3322233,3322233,POINT (16.349020704111275 48.15080514621649),
HYDRANTOGD.3322234,3322234,POINT (16.28706156907574 48.20646502213376),
HYDRANTOGD.3322235,3322235,POINT (16.485485163114 48.2175080264187),
HYDRANTOGD.3322236,3322236,POINT (16.38172119870581 48.23526939452382),
HYDRANTOGD.3322237,3322237,POINT (16.31316680345914 48.2238415044462),
HYDRANTOGD.3322238,3322238,POINT (16.2913051469133 48.22629721975778),
HYDRANTOGD.3322239,3322239,POINT (16.50174332787644 48.253668825746026),
HYDRANTOGD.3322240,3322240,POINT (16.519010657359626 48.20198149358863),
HYDRANTOGD.3322241,3322241,POINT (16.440493710857588 48.26667293356804),
HYDRANTOGD.3322242,3322242,POINT (16.273901603894938 48.20291957379525),
HYDRANTOGD.3322990,3322990,POINT (16.389054263357213 48.23187873993445),
HYDRANTOGD.3322991,3322991,POINT (16.459804514734746 48.255045844206876),
HYDRANTOGD.3322992,3322992,POINT (16.35541633043815 48.22070003248184),
HYDRANTOGD.3322993,3322993,POINT (16.39975608402083 48.160070169436864),
HYDRANTOGD.3322994,3322994,POINT (16.302556412714956 48.20560711834482),
HYDRANTOGD.3322995,3322995,POINT (16.408871817468842 48.26051518600859),
HYDRANTOGD.3322996,3322996,POINT (16.249671070479742 48.21153089921317),
HYDRANTOGD.3322997,3322997,POINT (16.319213596727007 48.208953016498704),
HYDRANTOGD.3322998,3322998,POINT (16.328510532448078 48.20828410047263),
HYDRANTOGD.3322999,3322999,POINT (16.35519894137102 48.20324729148203),
HYDRANTOGD.3323000,3323000,POINT (16.38093830706896 48.16536016320071),
HYDRANTOGD.3323001,3323001,POINT (16.332767221859736 48.2480214236193),
HYDRANTOGD.3323002,3323002,POINT (16.425154553700857 48.264358071374765),
HYDRANTOGD.3323003,3323003,POINT (16.281592785647423 48.195583231229804),
HYDRANTOGD.3323004,3323004,POINT (16.336508934757557 48.227281142572664),
HYDRANTOGD.3323005,3323005,POINT (16.387433709564768 48.17256282639745),
HYDRANTOGD.3323006,3323006,POINT (16.458164440624792 48.15961490930034),
HYDRANTOGD.3323007,3323007,POINT (16.440674012387717 48.15691080872088),
HYDRANTOGD.3323008,3323008,POINT (16.3661207344463 48.20814054199338),
HYDRANTOGD.3323009,3323009,POINT (16.442909521879947 48.286136270957925),
HYDRANTOGD.3323010,3323010,POINT (16.367311766997254 48.20935073551824),
HYDRANTOGD.3323011,3323011,POINT (16.373597600439652 48.20968052285013),
HYDRANTOGD.3323012,3323012,POINT (16.373217440574788 48.20884232683591),
HYDRANTOGD.3323013,3323013,POINT (16.37295936325605 48.20895221845301),
HYDRANTOGD.3323014,3323014,POINT (16.37062166911413 48.20707009844574),
HYDRANTOGD.3323015,3323015,POINT (16.4317116572404 48.16019695616882),
HYDRANTOGD.3323016,3323016,POINT (16.390650182505983 48.18768064955948),
HYDRANTOGD.3323017,3323017,POINT (16.372268075007188 48.17947907993448),
HYDRANTOGD.3323018,3323018,POINT (16.280983933839074 48.19161900815445),
HYDRANTOGD.3323019,3323019,POINT (16.289561641618633 48.162880230379436),
HYDRANTOGD.3323020,3323020,POINT (16.464499856189722 48.21575471821075),
HYDRANTOGD.3323021,3323021,POINT (16.417669434110906 48.16822084734171),
HYDRANTOGD.3323022,3323022,POINT (16.35907939885764 48.14330533996905),
HYDRANTOGD.3323023,3323023,POINT (16.445367921103532 48.240420580689275),
HYDRANTOGD.3323024,3323024,POINT (16.409050332208654 48.255488730629224),
HYDRANTOGD.3323025,3323025,POINT (16.33362263645051 48.17155538891659),
HYDRANTOGD.3323026,3323026,POINT (16.416561434914687 48.3012812643405),
HYDRANTOGD.3323027,3323027,POINT (16.2516533730784 48.13455235999694),
HYDRANTOGD.3323028,3323028,POINT (16.37506536073553 48.245142980465374),
HYDRANTOGD.3323029,3323029,POINT (16.310591305127296 48.24870571712861),
HYDRANTOGD.3323030,3323030,POINT (16.275719059677485 48.17628169145949),
HYDRANTOGD.3323031,3323031,POINT (16.404123968315105 48.1579193570876),
HYDRANTOGD.3323032,3323032,POINT (16.30350962523858 48.17146107082267),
HYDRANTOGD.3323033,3323033,POINT (16.374987713255212 48.209779165255156),
HYDRANTOGD.3323034,3323034,POINT (16.239413554235036 48.20561871338679),
HYDRANTOGD.3323035,3323035,POINT (16.38357069099222 48.17592274032062),
HYDRANTOGD.3323036,3323036,POINT (16.406973365797345 48.15430594139529),
HYDRANTOGD.3323037,3323037,POINT (16.40040785662117 48.26828999384118),
HYDRANTOGD.3323038,3323038,POINT (16.480996193029018 48.242692372481486),
HYDRANTOGD.3323039,3323039,POINT (16.315504203769503 48.1765779674056),
HYDRANTOGD.3323040,3323040,POINT (16.41924437200336 48.21499310195069),
HYDRANTOGD.3323041,3323041,POINT (16.44553979289358 48.28448090887731),
HYDRANTOGD.3320644,3320644,POINT (16.357245719371207 48.207552867659935),
HYDRANTOGD.3320645,3320645,POINT (16.364986734445267 48.195141749882914),
HYDRANTOGD.3320646,3320646,POINT (16.532773687917683 48.21931614090528),
HYDRANTOGD.3320647,3320647,POINT (16.33678352285848 48.24448163327202),
HYDRANTOGD.3320648,3320648,POINT (16.532523990359174 48.208923427686926),
HYDRANTOGD.3320649,3320649,POINT (16.41558081290877 48.260167205381485),
HYDRANTOGD.3320650,3320650,POINT (16.43583880326068 48.25059560743965),
HYDRANTOGD.3320651,3320651,POINT (16.536969544356843 48.251571989856195),
HYDRANTOGD.3320652,3320652,POINT (16.325380886976564 48.19477401640142),
HYDRANTOGD.3320653,3320653,POINT (16.30943951860998 48.16038700339372),
HYDRANTOGD.3320654,3320654,POINT (16.285014578973858 48.14872933140599),
HYDRANTOGD.3320655,3320655,POINT (16.265205560136348 48.16371242687309),
HYDRANTOGD.3320656,3320656,POINT (16.4438680076514 48.21945744865143),
HYDRANTOGD.3320657,3320657,POINT (16.449354545842475 48.25956692604301),
HYDRANTOGD.3320658,3320658,POINT (16.403206479887796 48.224425901314866),
HYDRANTOGD.3320659,3320659,POINT (16.283030863798594 48.16405450266329),
HYDRANTOGD.3320660,3320660,POINT (16.34424532409254 48.24662993173299),
HYDRANTOGD.3320661,3320661,POINT (16.328972678349363 48.13708002862504),
HYDRANTOGD.3320662,3320662,POINT (16.41763623020272 48.25309826664064),
HYDRANTOGD.3320663,3320663,POINT (16.285372614956135 48.16694939627521),
HYDRANTOGD.3320664,3320664,POINT (16.45582347397332 48.23149392101455),
HYDRANTOGD.3320665,3320665,POINT (16.353992619772146 48.13891905344752),
HYDRANTOGD.3320666,3320666,POINT (16.443106521834874 48.154331501464085),
HYDRANTOGD.3320667,3320667,POINT (16.28436326411962 48.19267889735077),
HYDRANTOGD.3320668,3320668,POINT (16.332944823893875 48.22353299042039),
HYDRANTOGD.3320669,3320669,POINT (16.373811254203684 48.2731077945484),
HYDRANTOGD.3320670,3320670,POINT (16.344297778283202 48.26604990372613),
HYDRANTOGD.3320671,3320671,POINT (16.32621342056988 48.186731018207425),
HYDRANTOGD.3320672,3320672,POINT (16.294144996512752 48.191694076620635),
HYDRANTOGD.3320673,3320673,POINT (16.298703743233386 48.153758197767296),
HYDRANTOGD.3320674,3320674,POINT (16.355890334348807 48.18139684102826),
HYDRANTOGD.3320675,3320675,POINT (16.402025331559678 48.24088189831034),
HYDRANTOGD.3320676,3320676,POINT (16.453327357768018 48.210122291340845),
HYDRANTOGD.3320677,3320677,POINT (16.287808466453157 48.22787536228918),
HYDRANTOGD.3320678,3320678,POINT (16.337376662035954 48.2533783798417),
HYDRANTOGD.3320679,3320679,POINT (16.366743715759032 48.25601765197542),
HYDRANTOGD.3320680,3320680,POINT (16.401476410369728 48.2437771614926),
HYDRANTOGD.3320681,3320681,POINT (16.259314402371285 48.182644760805545),
HYDRANTOGD.3320682,3320682,POINT (16.349121938430557 48.20649675020595),
HYDRANTOGD.3320683,3320683,POINT (16.378546203879043 48.14888779900288),
HYDRANTOGD.3320684,3320684,POINT (16.465096081390985 48.21253143807972),
HYDRANTOGD.3320685,3320685,POINT (16.33086543677625 48.20979562393411),
HYDRANTOGD.3320686,3320686,POINT (16.365454897171773 48.26058277761203),
HYDRANTOGD.3320687,3320687,POINT (16.436548869058637 48.22659539031197),
HYDRANTOGD.3320688,3320688,POINT (16.38209357671458 48.163066968072165),
HYDRANTOGD.3320689,3320689,POINT (16.238232967208702 48.206903650038846),
HYDRANTOGD.3320690,3320690,POINT (16.305151707512866 48.22652216074405),
HYDRANTOGD.3320691,3320691,POINT (16.35086667944318 48.20802124209875),
HYDRANTOGD.3320692,3320692,POINT (16.26320677471383 48.17815947770523),
HYDRANTOGD.3320693,3320693,POINT (16.389507292809856 48.24731532795855),
HYDRANTOGD.3321439,3321439,POINT (16.28133882821405 48.18035883009157),
HYDRANTOGD.3321440,3321440,POINT (16.2650710558244 48.177789972889144),
HYDRANTOGD.3321441,3321441,POINT (16.5009408940389 48.25623076650088),
HYDRANTOGD.3321442,3321442,POINT (16.273847481330986 48.17605944252449),
HYDRANTOGD.3321443,3321443,POINT (16.269936779936245 48.175252167943135),
HYDRANTOGD.3321444,3321444,POINT (16.27446943232739 48.17697338140584),
HYDRANTOGD.3321445,3321445,POINT (16.325289971159496 48.20113965987223),
HYDRANTOGD.3321446,3321446,POINT (16.24503706919158 48.20432549646093),
HYDRANTOGD.3321447,3321447,POINT (16.34109911293891 48.15599712803208),
HYDRANTOGD.3321448,3321448,POINT (16.394816116383755 48.256407536636885),
HYDRANTOGD.3321449,3321449,POINT (16.322799302284977 48.156254301418706),
HYDRANTOGD.3321450,3321450,POINT (16.238531042629898 48.208355762198885),
HYDRANTOGD.3321451,3321451,POINT (16.31606951206683 48.18583110077283),
HYDRANTOGD.3321452,3321452,POINT (16.269784487673274 48.159801618842735),
HYDRANTOGD.3321453,3321453,POINT (16.327291918680785 48.15325037812741),
HYDRANTOGD.3321454,3321454,POINT (16.378946013938748 48.18871471339077),
HYDRANTOGD.3321455,3321455,POINT (16.333640558188623 48.2254780818807),
HYDRANTOGD.3321456,3321456,POINT (16.376978502845798 48.19139549589435),
HYDRANTOGD.3321457,3321457,POINT (16.377740231902308 48.20638822191072),
HYDRANTOGD.3321458,3321458,POINT (16.367505975234245 48.20296031567341),
HYDRANTOGD.3321459,3321459,POINT (16.426661410208467 48.24541903416432),
HYDRANTOGD.3321460,3321460,POINT (16.467040298447902 48.20189622408717),
HYDRANTOGD.3321461,3321461,POINT (16.33789238255223 48.19348011477045),
HYDRANTOGD.3321462,3321462,POINT (16.431162196821152 48.19674334968919),
HYDRANTOGD.3321463,3321463,POINT (16.402520159768983 48.21179693302455),
HYDRANTOGD.3321464,3321464,POINT (16.35550301217892 48.205106671032105),
HYDRANTOGD.3321465,3321465,POINT (16.304729648478393 48.22079696035747),
HYDRANTOGD.3321466,3321466,POINT (16.321235045690617 48.200903047657704),
HYDRANTOGD.3321467,3321467,POINT (16.340818273885763 48.13746216678289),
HYDRANTOGD.3321468,3321468,POINT (16.309629651815168 48.22749592184267),
HYDRANTOGD.3321469,3321469,POINT (16.235976075031076 48.21531707054284),
HYDRANTOGD.3321470,3321470,POINT (16.34984627531088 48.13773107299287),
HYDRANTOGD.3321471,3321471,POINT (16.36296040881788 48.166992205317946),
HYDRANTOGD.3321472,3321472,POINT (16.54444235399517 48.23551075949914),
HYDRANTOGD.3321473,3321473,POINT (16.39996325129599 48.22704484644782),
HYDRANTOGD.3321474,3321474,POINT (16.367951428704497 48.157159328394506),
HYDRANTOGD.3321475,3321475,POINT (16.300784271242012 48.23459608933697),
HYDRANTOGD.3321476,3321476,POINT (16.315265463762493 48.25554600571739),
HYDRANTOGD.3321477,3321477,POINT (16.399168821486075 48.19392873194463),
HYDRANTOGD.3321478,3321478,POINT (16.387186678160244 48.23788080386137),
HYDRANTOGD.3321479,3321479,POINT (16.388163921490914 48.23839525777801),
HYDRANTOGD.3321480,3321480,POINT (16.29252869932075 48.22885561023475),
HYDRANTOGD.3321481,3321481,POINT (16.3057856941172 48.20667165527276),
HYDRANTOGD.3321482,3321482,POINT (16.36561511272992 48.207515828037565),
HYDRANTOGD.3321483,3321483,POINT (16.370161832830803 48.279151289115404),
HYDRANTOGD.3321484,3321484,POINT (16.267911848454833 48.1781554561861),
HYDRANTOGD.3321485,3321485,POINT (16.381676857256192 48.188528312008245),
HYDRANTOGD.3321486,3321486,POINT (16.342394525162117 48.217008267214354),
HYDRANTOGD.3321487,3321487,POINT (16.236113128266048 48.214175417067295),
HYDRANTOGD.3321488,3321488,POINT (16.42650323463805 48.17588942206314),
HYDRANTOGD.3321489,3321489,POINT (16.33460872212159 48.232734576248475),
HYDRANTOGD.3322243,3322243,POINT (16.320627193906844 48.162588438614854),
HYDRANTOGD.3322244,3322244,POINT (16.31751576997787 48.235405941524505),
HYDRANTOGD.3322245,3322245,POINT (16.260396238298338 48.2055074522483),
HYDRANTOGD.3322246,3322246,POINT (16.24737729322838 48.21935941368124),
HYDRANTOGD.3322247,3322247,POINT (16.372675731493494 48.21422980634685),
HYDRANTOGD.3322248,3322248,POINT (16.401434840157016 48.17658391654048),
HYDRANTOGD.3322249,3322249,POINT (16.313299583894466 48.19998755379362),
HYDRANTOGD.3322250,3322250,POINT (16.36603353391396 48.15670550524264),
HYDRANTOGD.3322251,3322251,POINT (16.266507591061558 48.18700796915058),
HYDRANTOGD.3322252,3322252,POINT (16.35910655940035 48.213224594096566),
HYDRANTOGD.3322253,3322253,POINT (16.489754609935286 48.16047798052326),
HYDRANTOGD.3322254,3322254,POINT (16.28192397328733 48.234519775989135),
HYDRANTOGD.3322255,3322255,POINT (16.39073527329919 48.16803389199725),
HYDRANTOGD.3322256,3322256,POINT (16.439290374369055 48.17157872506586),
HYDRANTOGD.3322257,3322257,POINT (16.341787932118876 48.14378770292583),
HYDRANTOGD.3322258,3322258,POINT (16.412364236866694 48.170046031778604),
HYDRANTOGD.3322259,3322259,POINT (16.400964087039153 48.22259690260471),
HYDRANTOGD.3322260,3322260,POINT (16.381340479660768 48.27561297404075),
HYDRANTOGD.3322261,3322261,POINT (16.34604527165484 48.16867303191288),
HYDRANTOGD.3322262,3322262,POINT (16.4599367289939 48.256817882921474),
HYDRANTOGD.3322263,3322263,POINT (16.36868233702602 48.21012865100609),
HYDRANTOGD.3322264,3322264,POINT (16.329111962736015 48.17816313058546),
HYDRANTOGD.3322265,3322265,POINT (16.320869217574348 48.220664778338104),
HYDRANTOGD.3322266,3322266,POINT (16.436192606573652 48.255732073016205),
HYDRANTOGD.3322267,3322267,POINT (16.32388745211459 48.23050822966823),
HYDRANTOGD.3322268,3322268,POINT (16.3917997122308 48.201699063606426),
HYDRANTOGD.3322269,3322269,POINT (16.31490247446458 48.25144445365313),
HYDRANTOGD.3322270,3322270,POINT (16.422019392736953 48.21127067590809),
HYDRANTOGD.3322271,3322271,POINT (16.246712908381017 48.20357812826804),
HYDRANTOGD.3322272,3322272,POINT (16.304354042610385 48.144265015974376),
HYDRANTOGD.3322273,3322273,POINT (16.4148805378046 48.16526617514756),
HYDRANTOGD.3322274,3322274,POINT (16.2678640368495 48.189234351080565),
HYDRANTOGD.3322275,3322275,POINT (16.421075545593105 48.23550729834901),
HYDRANTOGD.3322276,3322276,POINT (16.34255721600275 48.19257045405478),
HYDRANTOGD.3322277,3322277,POINT (16.279817552310238 48.163192076215125),
HYDRANTOGD.3322278,3322278,POINT (16.470679325122422 48.22464331670775),
HYDRANTOGD.3322279,3322279,POINT (16.36438787749527 48.20847120531224),
HYDRANTOGD.3322280,3322280,POINT (16.4179428311368 48.26379282177817),
HYDRANTOGD.3322281,3322281,POINT (16.369913142023297 48.21289402820107),
HYDRANTOGD.3322282,3322282,POINT (16.383902020105655 48.24085228109787),
HYDRANTOGD.3322283,3322283,POINT (16.37194441302588 48.211373134431625),
HYDRANTOGD.3322284,3322284,POINT (16.442668000805977 48.25126884475097),
HYDRANTOGD.3322285,3322285,POINT (16.373760401945404 48.21388675125565),
HYDRANTOGD.3322286,3322286,POINT (16.37080102291558 48.21243609184871),
HYDRANTOGD.3322287,3322287,POINT (16.374140005939385 48.2120842726211),
HYDRANTOGD.3322288,3322288,POINT (16.359973599614865 48.23261930546727),
HYDRANTOGD.3322289,3322289,POINT (16.38269861022782 48.238425087942055),
HYDRANTOGD.3322290,3322290,POINT (16.367520754135537 48.21410902853012),
HYDRANTOGD.3322291,3322291,POINT (16.339364987104876 48.19350525373263),
HYDRANTOGD.3323042,3323042,POINT (16.383003030373693 48.19967271728127),
HYDRANTOGD.3323043,3323043,POINT (16.41144680642941 48.281592584177204),
HYDRANTOGD.3323044,3323044,POINT (16.408093968312325 48.21935431002027),
HYDRANTOGD.3323045,3323045,POINT (16.326877550309455 48.14887681490015),
HYDRANTOGD.3323046,3323046,POINT (16.37976663652018 48.166193029390094),
HYDRANTOGD.3323047,3323047,POINT (16.280748096922423 48.20704563601322),
HYDRANTOGD.3323048,3323048,POINT (16.385976852899024 48.286774413047034),
