FID,OBJECTID,SHAPE,SE_ANNO_CAD_DATA
HYDRANTOGD.3323049,3323049,POINT (16.280414724599453 48.15632686560467),
HYDRANTOGD.3323050,3323050,POINT (16.33063703859384 48.13896565174487),
HYDRANTOGD.3323051,3323051,POINT (16.417575191249274 48.29863256940102),
HYDRANTOGD.3323052,3323052,POINT (16.39596780555142 48.20566646860752),
HYDRANTOGD.3323053,3323053,POINT (16.2813672298047 48.13288888979462),
HYDRANTOGD.3323054,3323054,POINT (16.42635515956331 48.15697234052876),
HYDRANTOGD.3323055,3323055,POINT (16.35567481768568 48.247012377981136),
HYDRANTOGD.3323056,3323056,POINT (16.39015010706068 48.25925551298882),
HYDRANTOGD.3323057,3323057,POINT (16.3814399501759 48.16910619093298),
HYDRANTOGD.3323058,3323058,POINT (16.3356094381713 48.21555014579928),
HYDRANTOGD.3323059,3323059,POINT (16.318081149617658 48.161528232249225),
HYDRANTOGD.3323060,3323060,POINT (16.34577848006975 48.241175936723295),
HYDRANTOGD.3323061,3323061,POINT (16.322069406680182 48.22917680396594),
HYDRANTOGD.3323062,3323062,POINT (16.4074814320246 48.28079796149924),
HYDRANTOGD.3323063,3323063,POINT (16.395134448860276 48.20528594872195),
HYDRANTOGD.3323064,3323064,POINT (16.364054658061086 48.15898030889425),
HYDRANTOGD.3323065,3323065,POINT (16.41140062070408 48.13295924041173),
HYDRANTOGD.3323066,3323066,POINT (16.39843737801631 48.155025495649944),
HYDRANTOGD.3323067,3323067,POINT (16.349514243495747 48.212099992750815),
HYDRANTOGD.3323068,3323068,POINT (16.290143641058727 48.20385127458244),
HYDRANTOGD.3323069,3323069,POINT (16.32282281712194 48.21028970335509),
HYDRANTOGD.3323070,3323070,POINT (16.43999564037899 48.22859924580541),
HYDRANTOGD.3323071,3323071,POINT (16.51059335643576 48.20719345226649),
HYDRANTOGD.3323072,3323072,POINT (16.348022381022467 48.2106746500678),
HYDRANTOGD.3323073,3323073,POINT (16.32326382001888 48.232750511616715),
HYDRANTOGD.3323074,3323074,POINT (16.343296424184462 48.23716656061382),
HYDRANTOGD.3323075,3323075,POINT (16.28270157473474 48.18740317312352),
HYDRANTOGD.3323076,3323076,POINT (16.25139878316405 48.13863539662279),
HYDRANTOGD.3323077,3323077,POINT (16.41627965533228 48.18299284452531),
HYDRANTOGD.3323078,3323078,POINT (16.312721206569204 48.1992567807007),
HYDRANTOGD.3323079,3323079,POINT (16.31000792209694 48.20179811401917),
HYDRANTOGD.3323080,3323080,POINT (16.41774673904896 48.21129429579456),
HYDRANTOGD.3323081,3323081,POINT (16.44990452329902 48.25821640803647),
HYDRANTOGD.3323082,3323082,POINT (16.299375976410822 48.20520707531047),
HYDRANTOGD.3323083,3323083,POINT (16.30107744381864 48.199270105775575),
HYDRANTOGD.3323084,3323084,POINT (16.302466435951498 48.213917990780146),
HYDRANTOGD.3323085,3323085,POINT (16.37210453127738 48.21301006086351),
HYDRANTOGD.3323086,3323086,POINT (16.329528166403463 48.20872761625505),
HYDRANTOGD.3323087,3323087,POINT (16.31286748215759 48.142593183625806),
HYDRANTOGD.3323088,3323088,POINT (16.318525366128554 48.21869959256925),
HYDRANTOGD.3323089,3323089,POINT (16.37740026453043 48.20441480897344),
HYDRANTOGD.3323090,3323090,POINT (16.375058698169973 48.20314936898004),
HYDRANTOGD.3323091,3323091,POINT (16.53108473223702 48.22422325876397),
HYDRANTOGD.3320694,3320694,POINT (16.375247267725054 48.14257997278134),
HYDRANTOGD.3320695,3320695,POINT (16.502882875890272 48.20680123159554),
HYDRANTOGD.3320696,3320696,POINT (16.31581766267394 48.20929717741887),
HYDRANTOGD.3320697,3320697,POINT (16.273065549549532 48.177702295157864),
HYDRANTOGD.3320698,3320698,POINT (16.307697245518373 48.14807939761341),
HYDRANTOGD.3320699,3320699,POINT (16.3942947878258 48.26799583334012),
HYDRANTOGD.3320700,3320700,POINT (16.30952473700735 48.15465705941615),
HYDRANTOGD.3320701,3320701,POINT (16.31577391173022 48.19381331978134),
HYDRANTOGD.3320702,3320702,POINT (16.316310386409423 48.17529486500358),
HYDRANTOGD.3320703,3320703,POINT (16.36708966842368 48.2603800033164),
HYDRANTOGD.3320704,3320704,POINT (16.35601974539413 48.22513157566396),
HYDRANTOGD.3320705,3320705,POINT (16.52175192380226 48.23238245833523),
HYDRANTOGD.3320706,3320706,POINT (16.297312560549795 48.19535662534307),
HYDRANTOGD.3320707,3320707,POINT (16.40412908703296 48.18951734339375),
HYDRANTOGD.3320708,3320708,POINT (16.34915477465701 48.15798346246064),
HYDRANTOGD.3320709,3320709,POINT (16.34697870219011 48.257579535674935),
HYDRANTOGD.3320710,3320710,POINT (16.355314197911962 48.242605540585984),
HYDRANTOGD.3320711,3320711,POINT (16.369035398541442 48.19628639285517),
HYDRANTOGD.3320712,3320712,POINT (16.32972305502474 48.22128514511724),
HYDRANTOGD.3320713,3320713,POINT (16.40412920699524 48.16838075005687),
HYDRANTOGD.3320714,3320714,POINT (16.280658764412987 48.18008829406264),
HYDRANTOGD.3320715,3320715,POINT (16.34440917500644 48.2269078542737),
HYDRANTOGD.3320716,3320716,POINT (16.36982915261911 48.17601654227915),
HYDRANTOGD.3320717,3320717,POINT (16.424822882955443 48.289518509722555),
HYDRANTOGD.3320718,3320718,POINT (16.361880668524723 48.171212763974964),
HYDRANTOGD.3320719,3320719,POINT (16.42206060152716 48.179385620932266),
HYDRANTOGD.3320720,3320720,POINT (16.305388295018627 48.12525983232916),
HYDRANTOGD.3320721,3320721,POINT (16.334672827630648 48.22151013989835),
HYDRANTOGD.3320722,3320722,POINT (16.48009422179062 48.23400555999094),
HYDRANTOGD.3320723,3320723,POINT (16.496768187340987 48.25430962238564),
HYDRANTOGD.3320724,3320724,POINT (16.471657536044965 48.202750187780126),
HYDRANTOGD.3320725,3320725,POINT (16.225448224677827 48.21054931740882),
HYDRANTOGD.3320726,3320726,POINT (16.48991336065082 48.25727378259838),
HYDRANTOGD.3320727,3320727,POINT (16.424162522414456 48.303352470510404),
HYDRANTOGD.3320728,3320728,POINT (16.38572241852429 48.23127865842844),
HYDRANTOGD.3320729,3320729,POINT (16.305933946642643 48.15296231062856),
HYDRANTOGD.3320730,3320730,POINT (16.326531504125544 48.18431794568335),
HYDRANTOGD.3320731,3320731,POINT (16.358872367174268 48.14794024557971),
HYDRANTOGD.3320732,3320732,POINT (16.314011557108113 48.16383010135937),
HYDRANTOGD.3320733,3320733,POINT (16.211475920278115 48.211946019946076),
HYDRANTOGD.3320734,3320734,POINT (16.445982368043058 48.21955787856504),
HYDRANTOGD.3320735,3320735,POINT (16.387647530225106 48.23884559679523),
HYDRANTOGD.3320736,3320736,POINT (16.515234079689108 48.20483945166828),
HYDRANTOGD.3320737,3320737,POINT (16.444289106612693 48.240657491023406),
HYDRANTOGD.3320738,3320738,POINT (16.22227308989021 48.20618785461832),
HYDRANTOGD.3320739,3320739,POINT (16.311337787032418 48.24510818374249),
HYDRANTOGD.3320740,3320740,POINT (16.28251417494145 48.14612329234861),
HYDRANTOGD.3320741,3320741,POINT (16.458529857175662 48.17141483821161),
HYDRANTOGD.3320742,3320742,POINT (16.42383814420372 48.179704256130314),
HYDRANTOGD.3320743,3320743,POINT (16.32083619668214 48.25987885363391),
HYDRANTOGD.3321490,3321490,POINT (16.407335537860703 48.17969283098441),
HYDRANTOGD.3321491,3321491,POINT (16.27196795955763 48.19885808721276),
HYDRANTOGD.3321492,3321492,POINT (16.279049844415496 48.1674587617337),
HYDRANTOGD.3321493,3321493,POINT (16.26823115573702 48.16500807431492),
HYDRANTOGD.3321494,3321494,POINT (16.34451577244761 48.15699257090337),
HYDRANTOGD.3321495,3321495,POINT (16.354056190429286 48.250694243526446),
HYDRANTOGD.3321496,3321496,POINT (16.40514629205764 48.152802301337736),
HYDRANTOGD.3321497,3321497,POINT (16.227813524630978 48.136670167750474),
HYDRANTOGD.3321498,3321498,POINT (16.26969804198171 48.16282688082059),
HYDRANTOGD.3321499,3321499,POINT (16.44611425271383 48.23167449476988),
HYDRANTOGD.3321500,3321500,POINT (16.242834303605015 48.222217623177826),
HYDRANTOGD.3321501,3321501,POINT (16.411207800277605 48.25266549305023),
HYDRANTOGD.3321502,3321502,POINT (16.390978713237676 48.20398031055556),
HYDRANTOGD.3321503,3321503,POINT (16.344473011956666 48.16739567706174),
HYDRANTOGD.3321504,3321504,POINT (16.35298894886547 48.25161592963708),
HYDRANTOGD.3321505,3321505,POINT (16.329571721497494 48.23142032520637),
HYDRANTOGD.3321506,3321506,POINT (16.436749628769157 48.17091453054096),
HYDRANTOGD.3321507,3321507,POINT (16.47040032819829 48.219116787271126),
HYDRANTOGD.3321508,3321508,POINT (16.361334779243435 48.17398932478275),
HYDRANTOGD.3321509,3321509,POINT (16.393882862743418 48.21655728649247),
HYDRANTOGD.3321510,3321510,POINT (16.303818655567774 48.24553529371158),
HYDRANTOGD.3321511,3321511,POINT (16.226717516600544 48.216894134138784),
HYDRANTOGD.3321512,3321512,POINT (16.388540175277914 48.2758126790109),
HYDRANTOGD.3321513,3321513,POINT (16.355512492968316 48.19248724279772),
HYDRANTOGD.3321514,3321514,POINT (16.368909272157115 48.203883483663425),
HYDRANTOGD.3321515,3321515,POINT (16.41380262321883 48.1768706928733),
HYDRANTOGD.3321516,3321516,POINT (16.273751265404726 48.16002848880387),
HYDRANTOGD.3321517,3321517,POINT (16.362060264376684 48.168397516424406),
HYDRANTOGD.3321518,3321518,POINT (16.31913785989963 48.192978134809344),
HYDRANTOGD.3321519,3321519,POINT (16.38816790469683 48.22735196961411),
HYDRANTOGD.3321520,3321520,POINT (16.349511753176827 48.18873101085733),
HYDRANTOGD.3321521,3321521,POINT (16.316675474684274 48.241599061988914),
HYDRANTOGD.3321522,3321522,POINT (16.369905107766602 48.175177541665526),
HYDRANTOGD.3321523,3321523,POINT (16.296808695288597 48.246564895537276),
HYDRANTOGD.3321524,3321524,POINT (16.405794828001614 48.1949856510105),
HYDRANTOGD.3321525,3321525,POINT (16.4189285203047 48.23147787166945),
HYDRANTOGD.3321526,3321526,POINT (16.496252902526372 48.20494092794192),
HYDRANTOGD.3321527,3321527,POINT (16.29376929774183 48.170647825912695),
HYDRANTOGD.3321528,3321528,POINT (16.365470016956685 48.2118986583831),
HYDRANTOGD.3321529,3321529,POINT (16.362878150192362 48.21325171858709),
HYDRANTOGD.3321530,3321530,POINT (16.364215625386922 48.20894675284131),
HYDRANTOGD.3321531,3321531,POINT (16.36503991156484 48.20793871502094),
HYDRANTOGD.3321532,3321532,POINT (16.39485130613942 48.218015919810476),
HYDRANTOGD.3321533,3321533,POINT (16.349484420954216 48.217753402858314),
HYDRANTOGD.3321534,3321534,POINT (16.407618284451537 48.18314065572555),
HYDRANTOGD.3321535,3321535,POINT (16.36673317547144 48.24238434772618),
HYDRANTOGD.3321536,3321536,POINT (16.315710928365593 48.20225999445555),
HYDRANTOGD.3321537,3321537,POINT (16.266432119243674 48.1617924520641),
HYDRANTOGD.3322292,3322292,POINT (16.400015474363393 48.138822112595804),
HYDRANTOGD.3322293,3322293,POINT (16.422306097778034 48.16266422284956),
HYDRANTOGD.3322294,3322294,POINT (16.3495666584736 48.22168436055475),
HYDRANTOGD.3322295,3322295,POINT (16.378687569442846 48.242421814764505),
HYDRANTOGD.3322296,3322296,POINT (16.31630464650728 48.16180952842011),
HYDRANTOGD.3322297,3322297,POINT (16.32373616415917 48.19742575395286),
HYDRANTOGD.3322298,3322298,POINT (16.396394697953916 48.1690100105958),
HYDRANTOGD.3322299,3322299,POINT (16.367529442211893 48.247642765465955),
HYDRANTOGD.3322300,3322300,POINT (16.307250502691875 48.21440868794278),
HYDRANTOGD.3322301,3322301,POINT (16.320977619037716 48.2346441893208),
HYDRANTOGD.3322302,3322302,POINT (16.256624878568953 48.203959070265256),
HYDRANTOGD.3322303,3322303,POINT (16.348551900568168 48.21204551286504),
HYDRANTOGD.3322304,3322304,POINT (16.38611034337937 48.203708169352026),
HYDRANTOGD.3322305,3322305,POINT (16.399531554404046 48.19695285461018),
HYDRANTOGD.3322306,3322306,POINT (16.34044911131477 48.259618886048386),
HYDRANTOGD.3322307,3322307,POINT (16.387621381489353 48.290963010032335),
HYDRANTOGD.3322308,3322308,POINT (16.40033112376244 48.278959960214436),
HYDRANTOGD.3322309,3322309,POINT (16.443718561779544 48.25519911298835),
HYDRANTOGD.3322310,3322310,POINT (16.43066274859096 48.25129577981559),
HYDRANTOGD.3322311,3322311,POINT (16.356799119604755 48.23172844931695),
HYDRANTOGD.3322312,3322312,POINT (16.34109693810638 48.17768702921565),
HYDRANTOGD.3322313,3322313,POINT (16.3468925575623 48.20171702678712),
HYDRANTOGD.3322314,3322314,POINT (16.32504416838399 48.228880857059124),
HYDRANTOGD.3322315,3322315,POINT (16.502142219735255 48.23952387946128),
HYDRANTOGD.3322316,3322316,POINT (16.405729233029245 48.27641384617188),
HYDRANTOGD.3322317,3322317,POINT (16.373947616144974 48.174150422395336),
HYDRANTOGD.3322318,3322318,POINT (16.35622608501943 48.225535550617096),
HYDRANTOGD.3322319,3322319,POINT (16.397345935788266 48.20899240889145),
HYDRANTOGD.3322320,3322320,POINT (16.357085011661727 48.21365755402774),
HYDRANTOGD.3322321,3322321,POINT (16.375487644571713 48.21667269977009),
HYDRANTOGD.3322322,3322322,POINT (16.31018980508932 48.19334725972438),
HYDRANTOGD.3322323,3322323,POINT (16.34160804037857 48.26104460117461),
HYDRANTOGD.3322324,3322324,POINT (16.267949339039244 48.18068212445918),
HYDRANTOGD.3322325,3322325,POINT (16.342498146841983 48.17865189437807),
HYDRANTOGD.3322326,3322326,POINT (16.220731611706572 48.20603963994164),
HYDRANTOGD.3322327,3322327,POINT (16.410314730789896 48.288233002863095),
HYDRANTOGD.3322328,3322328,POINT (16.31023143012618 48.239208886626244),
HYDRANTOGD.3322329,3322329,POINT (16.282465043513195 48.19730224090142),
HYDRANTOGD.3322330,3322330,POINT (16.346231196815953 48.17849482040815),
HYDRANTOGD.3322331,3322331,POINT (16.340359270123578 48.19535269358521),
HYDRANTOGD.3322332,3322332,POINT (16.38155740060203 48.27730502446133),
HYDRANTOGD.3322333,3322333,POINT (16.39339047265341 48.26108142982198),
HYDRANTOGD.3322334,3322334,POINT (16.40711477974545 48.19985906417016),
HYDRANTOGD.3322335,3322335,POINT (16.32192013318094 48.20723383156671),
HYDRANTOGD.3322336,3322336,POINT (16.44740341847326 48.258908948999576),
HYDRANTOGD.3322337,3322337,POINT (16.366253274523206 48.21859914729018),
HYDRANTOGD.3322338,3322338,POINT (16.22263938746243 48.21212164551811),
HYDRANTOGD.3322339,3322339,POINT (16.368309158947564 48.16926944608387),
HYDRANTOGD.3322340,3322340,POINT (16.42615412313372 48.168222199181656),
HYDRANTOGD.3322341,3322341,POINT (16.45346877072758 48.155238493060445),
HYDRANTOGD.3323092,3323092,POINT (16.366153946586152 48.201489232245265),
HYDRANTOGD.3323093,3323093,POINT (16.54989639250111 48.23860905250569),
HYDRANTOGD.3323094,3323094,POINT (16.334567499976774 48.21567836162773),
HYDRANTOGD.3323095,3323095,POINT (16.438793766132616 48.23370175797095),
HYDRANTOGD.3323096,3323096,POINT (16.531693825711642 48.22156357630518),
HYDRANTOGD.3323097,3323097,POINT (16.349637125104433 48.18526211702825),
HYDRANTOGD.3323098,3323098,POINT (16.35820467259947 48.25917176754951),
HYDRANTOGD.3323099,3323099,POINT (16.35644699591044 48.175484688224756),
HYDRANTOGD.3323100,3323100,POINT (16.41396615744834 48.28809306519211),
HYDRANTOGD.3323101,3323101,POINT (16.336705467695886 48.22405260989855),
HYDRANTOGD.3323102,3323102,POINT (16.405300738814095 48.21042832954631),
HYDRANTOGD.3323103,3323103,POINT (16.30593160103803 48.15750718101118),
HYDRANTOGD.3323104,3323104,POINT (16.33281327656313 48.190468144327355),
HYDRANTOGD.3323105,3323105,POINT (16.4296968614174 48.20645090092021),
HYDRANTOGD.3323106,3323106,POINT (16.35036300252905 48.271530110094936),
HYDRANTOGD.3323107,3323107,POINT (16.50251574332771 48.240176618327126),
HYDRANTOGD.3323108,3323108,POINT (16.429591075987513 48.263509917026234),
HYDRANTOGD.3323109,3323109,POINT (16.367062025784506 48.23589417046315),
HYDRANTOGD.3323110,3323110,POINT (16.417036950460645 48.132532659394535),
HYDRANTOGD.3323111,3323111,POINT (16.28725191751116 48.19146276795816),
HYDRANTOGD.3323112,3323112,POINT (16.332370639732247 48.22865148626746),
HYDRANTOGD.3323113,3323113,POINT (16.286364818088806 48.192636963227265),
HYDRANTOGD.3323114,3323114,POINT (16.401239856312564 48.2216311514586),
HYDRANTOGD.3323115,3323115,POINT (16.33016895209513 48.237379389042786),
HYDRANTOGD.3323116,3323116,POINT (16.37838950488471 48.2194313183864),
HYDRANTOGD.3323117,3323117,POINT (16.343073896123546 48.22303785899651),
HYDRANTOGD.3323118,3323118,POINT (16.285073525912157 48.21596479385783),
HYDRANTOGD.3323119,3323119,POINT (16.28794338272537 48.1987031325169),
HYDRANTOGD.3323120,3323120,POINT (16.293152760216827 48.198509025919044),
HYDRANTOGD.3323121,3323121,POINT (16.34155334729895 48.22830119432254),
HYDRANTOGD.3323122,3323122,POINT (16.382524679567936 48.264180407887224),
HYDRANTOGD.3323123,3323123,POINT (16.30280518631073 48.21531238988756),
HYDRANTOGD.3323124,3323124,POINT (16.288116867025888 48.19586738988743),
HYDRANTOGD.3323125,3323125,POINT (16.287184464013873 48.198608042168345),
HYDRANTOGD.3323126,3323126,POINT (16.376382739605088 48.268567485002364),
HYDRANTOGD.3323127,3323127,POINT (16.288615104543716 48.19830759425182),
HYDRANTOGD.3323128,3323128,POINT (16.31044955628149 48.19427432791266),
HYDRANTOGD.3323129,3323129,POINT (16.30077860357957 48.21432273549136),
HYDRANTOGD.3323130,3323130,POINT (16.2711073721605 48.205084307579774),
HYDRANTOGD.3323131,3323131,POINT (16.291208855524108 48.229137757612385),
HYDRANTOGD.3323132,3323132,POINT (16.357617431025798 48.20572376568532),
HYDRANTOGD.3323133,3323133,POINT (16.31819074123221 48.24097734098509),
HYDRANTOGD.3323134,3323134,POINT (16.375363360689136 48.26142722724744),
HYDRANTOGD.3323135,3323135,POINT (16.343166799537922 48.234744176483865),
HYDRANTOGD.3323136,3323136,POINT (16.336289461568473 48.24072219517628),
HYDRANTOGD.3323137,3323137,POINT (16.449266941482687 48.241823467637836),
HYDRANTOGD.3323138,3323138,POINT (16.3335875905853 48.187753760937184),
HYDRANTOGD.3323139,3323139,POINT (16.323464348116072 48.188707466450325),
HYDRANTOGD.3323140,3323140,POINT (16.402285669924687 48.24531191286703),
HYDRANTOGD.3323141,3323141,POINT (16.407886488016775 48.22330099685261),
HYDRANTOGD.3323142,3323142,POINT (16.395410631093718 48.20282320290846),
HYDRANTOGD.3320744,3320744,POINT (16.537879849874304 48.20847816073361),
HYDRANTOGD.3320745,3320745,POINT (16.470087527853604 48.22943646393465),
HYDRANTOGD.3320746,3320746,POINT (16.399003556634742 48.222288088648504),
HYDRANTOGD.3320747,3320747,POINT (16.437707695496435 48.24517565398868),
HYDRANTOGD.3320748,3320748,POINT (16.3447030482762 48.21319231624737),
HYDRANTOGD.3320749,3320749,POINT (16.282451298030594 48.1360430517481),
HYDRANTOGD.3320750,3320750,POINT (16.47214141755864 48.17143117060819),
HYDRANTOGD.3320751,3320751,POINT (16.45296758179913 48.27026355719219),
HYDRANTOGD.3320752,3320752,POINT (16.27328663615099 48.19832030231679),
HYDRANTOGD.3320753,3320753,POINT (16.274223182123094 48.143379239394754),
